track_id,song,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,party
17VuKYmgB5hVsEDDY5TxfJ,No Love Allowed (feat. LMK),0.0426,0.832,0.545,0.000119,0.0748,-8.55,0.0577,0.888,91.995,0
4p5kVlksWx8zl70MYbWh6F,Calypso Blues (feat. Blundetto & Biga Ranx),0.24,0.902,0.458,5.19e-05,0.0884,-9.987,0.275,0.726,129.97,0
7yi1aBMIGLg3P25RNANtux,Aimer sans amour,0.225,0.735,0.698,0.0386,0.432,-8.454,0.0259,0.739,106.523,0
1p2jgDaOrqQnLhxANoTKOp,Easy Take It Easy,0.168,0.847,0.363,0.0,0.12,-8.757,0.0493,0.821,76.884,0
6km5P9WuQRAcJaqYGde8Ex,Typical,0.581,0.499,0.34,0.108,0.255,-9.654,0.0404,0.286,123.014,0
4jIO4fWetRQXS6Tw1XbhWD,Fisherman,0.432,0.604,0.458,0.00446,0.0804,-15.055,0.161,0.636,174.248,0
6O4FoKdYi42CFjfd0MM04n,The Sun Stop Shining,0.0314,0.637,0.612,0.000326,0.155,-7.298,0.0661,0.711,76.295,0
0xFSQCZu1J1YwE8O7mdzCZ,Drum Song Dub,0.332,0.562,0.538,0.82,0.14,-14.683,0.0642,0.823,112.03,0
2tJXXBi7lPdko8h5raKOht,Mr. Landlord,0.000661,0.851,0.465,0.0,0.173,-14.854,0.216,0.38,82.884,0
0XDFYnvZANTULQxWofURlH,Zion Gate Dub,0.0621,0.736,0.539,0.0312,0.12,-8.316,0.0936,0.765,147.73,0
50Qkh0kNvK69ZxyKnG3jna,Ready Or Not,0.213,0.763,0.743,0.00211,0.0661,-4.123,0.194,0.819,145.605,0
2bJRLKzPJnzOrI3c5tQcFV,Fever,0.273,0.87,0.591,0.000218,0.115,-8.342,0.0721,0.901,139.597,0
0czsQ1YOT71kdVfyFoTy3U,Your House,0.057,0.707,0.716,4.25e-06,0.36,-8.962,0.0879,0.966,154.118,0
3PHCRVk2PdPjhv2EUHsGL8,Pimpa's Paradise,0.307,0.564,0.836,0.0,0.491,-6.052,0.401,0.571,121.147,0
7l244AZ5vnBFTv9kd8I7z9,Hey Baby,0.11,0.725,0.595,9.54e-06,0.0667,-5.652,0.232,0.608,185.033,0
5dvG16Ma80h9FZ1sQq5Sb1,Lost Mi Love,0.0516,0.841,0.669,0.0,0.163,-7.536,0.106,0.919,147.992,0
1tEbbGSIDCaV3sExEUIndI,Come Around,0.039,0.802,0.853,0.0196,0.0891,-6.844,0.0342,0.919,138.055,0
5FgdPuK51WBYhuMhV0XIBg,Natty Rebel - Remaster 1990,0.0615,0.813,0.395,6.72e-06,0.0923,-11.573,0.0721,0.783,83.117,0
0OKMUpT5jHO3g5MePDoDXr,Mellow Mood,0.0367,0.742,0.568,0.0715,0.0511,-12.667,0.156,0.678,80.946,0
5PxJMuvCFAEbAGaG0J4mLr,Stepping Razor,0.00156,0.865,0.654,1.53e-06,0.0543,-8.113,0.0731,0.706,127.513,0
3mvukb4Mhli3AH0edfWGZB,Higher Vibrations,0.233,0.814,0.538,5.05e-05,0.144,-12.299,0.0346,0.74,132.873,0
77DMJWGzzpLk8Fzd2jpqTI,Rasta Should Be Deeper,0.0269,0.746,0.803,0.0,0.332,-5.817,0.0556,0.731,72.384,0
1desgoyWi5qgAHbtC0VRQJ,Living Dread,0.042,0.792,0.835,0.0,0.0653,-4.842,0.0477,0.811,135.981,0
1WS27lReDP65JMqZ5ygBPF,Morning Ride,0.205,0.785,0.514,0.0,0.0868,-8.716,0.0617,0.692,74.029,0
7FILn9Akg2468HPNsRZCkq,Waiting In Vain,0.025,0.838,0.453,2.42e-05,0.116,-11.536,0.31,0.815,78.837,0
6if1X1vgnvlqW0daL4TQRh,Karma Police (feat. Citizen Cope),0.333,0.686,0.578,3.72e-05,0.155,-7.285,0.031,0.779,144.529,0
4hBy3nZVzQV4F3jxe1wWL1,420 (Blaze Up),0.159,0.381,0.659,0.0,0.34,-3.888,0.176,0.16,85.723,0
2QzMJkYUhThZxM94ahgOzN,Burn One Down,0.573,0.857,0.404,0.733,0.0958,-10.669,0.0444,0.302,105.068,0
2Ezmm08Oy4772SkEoC18Kt,Them Belly Full (But We Hungry),0.359,0.759,0.475,3.85e-06,0.105,-8.201,0.271,0.644,140.153,0
3j8EEMm9kbPLqByuaHmUmQ,Girls Dem Sugar,0.118,0.603,0.782,0.0,0.363,-4.832,0.162,0.731,124.303,0
5ykNEVqVaaFLgKb3AsFDpV,Satisfaction,0.647,0.76,0.407,8.15e-05,0.0798,-8.14,0.165,0.544,89.137,0
3X6b40Xr4zxbyLatxilx6T,Return of Django,0.137,0.795,0.519,0.808,0.126,-9.514,0.0357,0.945,154.948,0
7eivxjw6BUxwkgTcQqyYVW,Don't Let Me Down,0.404,0.691,0.662,0.00509,0.465,-10.045,0.053,0.947,157.367,0
4afJRGNqPklTniSOfUxSXr,Horse With No Name,0.134,0.734,0.627,0.0,0.137,-5.7,0.0633,0.964,130.663,0
6MP6kRr3P2f0t8tQ0cGjGD,Son of a Preacher Man,0.197,0.555,0.818,0.00781,0.187,-3.49,0.0738,0.805,171.765,0
4jIO4fWetRQXS6Tw1XbhWD,Fisherman,0.432,0.604,0.458,0.00446,0.0804,-15.055,0.161,0.636,174.248,0
4iI2N6gFBHWoV99d9q0clR,The Loser,0.321,0.571,0.371,0.00022,0.0583,-9.799,0.0348,0.789,176.814,0
6qVodemcQoATdMCO5eUAlo,Consider Me,0.422,0.479,0.416,3.26e-06,0.507,-10.528,0.0755,0.7,81.804,0
3yVQkZeKZWZnu1aObNNvey,Cool Out Son,0.00526,0.866,0.458,0.00974,0.0698,-8.434,0.201,0.577,74.534,0
21YtaaAivXcpcFaYbTjgKP,To Be Young Gifted and Black,0.418,0.646,0.454,0.000532,0.353,-10.821,0.0308,0.922,117.125,0
1TnIDb52hYg5P5kHLUyTqX,Funkey Funkey Reggay,0.729,0.903,0.696,0.728,0.0545,-6.896,0.13,0.902,106.268,0
3GMh4ZIiFjyTvlcZK9Oxzs,Barbwire,0.314,0.67,0.235,0.00439,0.113,-11.618,0.041,0.799,87.8,0
2ndv4sCWLXakWkpagG2CqH,Working On a Groovy Thing,0.211,0.75,0.463,9.29e-06,0.0971,-9.519,0.0335,0.962,100.106,0
1tKAI8igKXPqovihv4Px57,It Mek,0.0239,0.626,0.508,0.828,0.115,-10.303,0.0781,0.691,75.618,0
6NGG8iCu1yJoxfNDP8xvZg,La La Means I Love You,0.0762,0.874,0.423,0.000232,0.0636,-10.63,0.166,0.61,88.678,0
5Yu5gDFUjPqxUT5PHEJdIR,Summer Breeze,0.119,0.73,0.48,0.0417,0.132,-12.551,0.153,0.661,75.467,0
3rxwT0wvHRWxW6ttjyMKQm,Riding for a Fall,0.216,0.78,0.69,0.0317,0.206,-5.482,0.0951,0.673,140.489,0
1qJPvF8DDsksTyJnTudNVb,Something,0.161,0.549,0.35,0.000521,0.341,-10.53,0.0485,0.422,131.61,0
4AZ3e2OdN8kWk0q5oVF3dl,Stalag 17,0.408,0.867,0.4,0.742,0.072,-9.49,0.255,0.49,81.125,0
2FzdFjiwYvKsRLDmrgKUE0,Sun Moon and Star,0.474,0.883,0.567,0.000129,0.138,-7.386,0.0467,0.984,123.137,0
4TGgO9GA78iiidPDcN7vpU,Dollar In the Teeth,0.00157,0.706,0.439,0.876,0.2,-7.854,0.192,0.711,150.1,0
3VWQR6DoMbtbUsWWbrH1JI,I'm Still in Love With You,0.447,0.71,0.4,0.00387,0.0686,-11.61,0.0313,0.855,86.677,0
0kCl6Aw5ikVtyQIvF4PwdO,Come Down (Pomps and Pride),0.131,0.903,0.54,1.92e-05,0.188,-6.765,0.0475,0.745,120.433,0
2VhVawD5meWiuyI4sL9WAo,Don't Stay Away,0.346,0.569,0.382,0.00303,0.0673,-9.493,0.0617,0.809,198.275,0
2Wv7ETWvaAmsQT2hk0Hk76,Lips of Wine,0.121,0.858,0.473,0.000376,0.0855,-10.158,0.0411,0.93,105.114,0
2S0sC4tLzRxLVpHMxiaYrU,No More Fighting - 2001 Digital Remaster,0.272,0.784,0.662,0.00181,0.0502,-9.183,0.135,0.703,79.535,0
44L7aDHaRzb9pMWEZjSH8u,Train to Skaville,0.229,0.792,0.256,0.548,0.35,-12.525,0.191,0.563,87.774,0
